danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.447,0.625,10,-8.212,0,0.323,0.0351,0.000727,0.243,0.261,67.104,audio_features,300DUx4tdtCdGEUXR032jA,spotify:track:300DUx4tdtCdGEUXR032jA,https://api.spotify.com/v1/tracks/300DUx4tdtCdGEUXR032jA,https://api.spotify.com/v1/audio-analysis/300DUx4tdtCdGEUXR032jA,440013,4
0.445,0.79,5,-2.163,1,0.0402,0.232,5.05e-06,0.331,0.261,122.911,audio_features,19aAGYe7PlYf6yfUrDGykW,spotify:track:19aAGYe7PlYf6yfUrDGykW,https://api.spotify.com/v1/tracks/19aAGYe7PlYf6yfUrDGykW,https://api.spotify.com/v1/audio-analysis/19aAGYe7PlYf6yfUrDGykW,225366,4
0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018,audio_features,0v9Wz8o0BT8DU38R4ddjeH,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,https://api.spotify.com/v1/tracks/0v9Wz8o0BT8DU38R4ddjeH,https://api.spotify.com/v1/audio-analysis/0v9Wz8o0BT8DU38R4ddjeH,304607,4
0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,audio_features,6wpGqhRvJGNNXwWlPmkMyO,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/tracks/6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/audio-analysis/6wpGqhRvJGNNXwWlPmkMyO,277477,4
0.369,0.932,7,-9.186,1,0.0557,0.126,0.0235,0.148,0.58,145.17,audio_features,7Bal6bTWpZO4i72nKY8OuT,spotify:track:7Bal6bTWpZO4i72nKY8OuT,https://api.spotify.com/v1/tracks/7Bal6bTWpZO4i72nKY8OuT,https://api.spotify.com/v1/audio-analysis/7Bal6bTWpZO4i72nKY8OuT,218400,4
0.497,0.806,4,-8.135,1,0.0285,0.000595,0.0333,0.388,0.638,133.062,audio_features,6kQcJzpgyIsGrPq8LTA3Mk,spotify:track:6kQcJzpgyIsGrPq8LTA3Mk,https://api.spotify.com/v1/tracks/6kQcJzpgyIsGrPq8LTA3Mk,https://api.spotify.com/v1/audio-analysis/6kQcJzpgyIsGrPq8LTA3Mk,237068,4
0.655,0.725,0,-8.293,1,0.0331,0.31,0.916,0.108,0.921,134.43,audio_features,2KNgQ5Kf7T4ye2d4m82GwV,spotify:track:2KNgQ5Kf7T4ye2d4m82GwV,https://api.spotify.com/v1/tracks/2KNgQ5Kf7T4ye2d4m82GwV,https://api.spotify.com/v1/audio-analysis/2KNgQ5Kf7T4ye2d4m82GwV,135835,4
0.307,0.52,0,-12.676,1,0.0419,0.293,0.856,0.101,0.147,119.987,audio_features,7jnSkgAjrBlj7Zszg4tCuT,spotify:track:7jnSkgAjrBlj7Zszg4tCuT,https://api.spotify.com/v1/tracks/7jnSkgAjrBlj7Zszg4tCuT,https://api.spotify.com/v1/audio-analysis/7jnSkgAjrBlj7Zszg4tCuT,270890,4
0.675,0.527,3,-9.501,1,0.0263,0.0448,2.65e-06,0.101,0.66,113.881,audio_features,4ht3PfsxHxzBtcgwGWM4D1,spotify:track:4ht3PfsxHxzBtcgwGWM4D1,https://api.spotify.com/v1/tracks/4ht3PfsxHxzBtcgwGWM4D1,https://api.spotify.com/v1/audio-analysis/4ht3PfsxHxzBtcgwGWM4D1,274253,4
0.483,0.883,9,-6.744,1,0.0667,0.506,0.0,0.305,0.73,78.895,audio_features,7s4JCyY8YIZSsKvtwStBQ6,spotify:track:7s4JCyY8YIZSsKvtwStBQ6,https://api.spotify.com/v1/tracks/7s4JCyY8YIZSsKvtwStBQ6,https://api.spotify.com/v1/audio-analysis/7s4JCyY8YIZSsKvtwStBQ6,255773,4
0.554,0.45,0,-9.81,1,0.0293,0.0569,0.0749,0.093,0.17,122.118,audio_features,68QYvJyLYDwp83UO0DeBda,spotify:track:68QYvJyLYDwp83UO0DeBda,https://api.spotify.com/v1/tracks/68QYvJyLYDwp83UO0DeBda,https://api.spotify.com/v1/audio-analysis/68QYvJyLYDwp83UO0DeBda,270398,4
0.663,0.362,4,-7.679,1,0.0434,0.741,0.0365,0.137,0.386,104.96,audio_features,327V3cyuKrjlHzcoup18bX,spotify:track:327V3cyuKrjlHzcoup18bX,https://api.spotify.com/v1/tracks/327V3cyuKrjlHzcoup18bX,https://api.spotify.com/v1/audio-analysis/327V3cyuKrjlHzcoup18bX,231383,4
0.552,0.669,7,-4.462,1,0.0329,0.00697,0.0467,0.0781,0.561,126.092,audio_features,1G1YJPV7THViQfOM9Gug7R,spotify:track:1G1YJPV7THViQfOM9Gug7R,https://api.spotify.com/v1/tracks/1G1YJPV7THViQfOM9Gug7R,https://api.spotify.com/v1/audio-analysis/1G1YJPV7THViQfOM9Gug7R,200200,4
0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964,audio_features,4oa14QBfWRDfJy2agySy0L,spotify:track:4oa14QBfWRDfJy2agySy0L,https://api.spotify.com/v1/tracks/4oa14QBfWRDfJy2agySy0L,https://api.spotify.com/v1/audio-analysis/4oa14QBfWRDfJy2agySy0L,232760,4
0.47,0.539,2,-5.178,1,0.0337,0.809,0.0,0.118,0.164,143.985,audio_features,0WH4bh9UMw4oyZ9hRnjxcP,spotify:track:0WH4bh9UMw4oyZ9hRnjxcP,https://api.spotify.com/v1/tracks/0WH4bh9UMw4oyZ9hRnjxcP,https://api.spotify.com/v1/audio-analysis/0WH4bh9UMw4oyZ9hRnjxcP,279150,4
0.515,0.183,2,-16.925,1,0.0621,0.883,0.0,0.0859,0.283,82.594,audio_features,4Acps7JLqRqXNfC4CMHhIo,spotify:track:4Acps7JLqRqXNfC4CMHhIo,https://api.spotify.com/v1/tracks/4Acps7JLqRqXNfC4CMHhIo,https://api.spotify.com/v1/audio-analysis/4Acps7JLqRqXNfC4CMHhIo,271840,4
0.593,0.611,3,-6.773,1,0.0504,0.35,0.533,0.605,0.473,93.171,audio_features,6VrjF67WFChXh8uYYBfeRr,spotify:track:6VrjF67WFChXh8uYYBfeRr,https://api.spotify.com/v1/tracks/6VrjF67WFChXh8uYYBfeRr,https://api.spotify.com/v1/audio-analysis/6VrjF67WFChXh8uYYBfeRr,241013,4
0.266,0.249,0,-12.908,1,0.0441,0.798,0.0,0.197,0.086,78.793,audio_features,0eRw1thpWDU7tFt6NfVU4C,spotify:track:0eRw1thpWDU7tFt6NfVU4C,https://api.spotify.com/v1/tracks/0eRw1thpWDU7tFt6NfVU4C,https://api.spotify.com/v1/audio-analysis/0eRw1thpWDU7tFt6NfVU4C,202160,4
0.593,0.368,9,-12.257,1,0.0337,0.615,0.0,0.0905,0.484,128.8,audio_features,2ZWKuGuQ087pzwK4vO4E31,spotify:track:2ZWKuGuQ087pzwK4vO4E31,https://api.spotify.com/v1/tracks/2ZWKuGuQ087pzwK4vO4E31,https://api.spotify.com/v1/audio-analysis/2ZWKuGuQ087pzwK4vO4E31,201427,4
0.235,0.165,9,-12.084,0,0.0296,0.988,0.00492,0.104,0.221,82.994,audio_features,6wZsl2TKAfn96qHhDIbB5O,spotify:track:6wZsl2TKAfn96qHhDIbB5O,https://api.spotify.com/v1/tracks/6wZsl2TKAfn96qHhDIbB5O,https://api.spotify.com/v1/audio-analysis/6wZsl2TKAfn96qHhDIbB5O,281148,4
0.479,0.717,7,-5.459,1,0.0605,0.0488,0.000333,0.102,0.253,163.989,audio_features,31L9yLXSj6LpCFupyMV6CR,spotify:track:31L9yLXSj6LpCFupyMV6CR,https://api.spotify.com/v1/tracks/31L9yLXSj6LpCFupyMV6CR,https://api.spotify.com/v1/audio-analysis/31L9yLXSj6LpCFupyMV6CR,405320,4
0.341,0.528,7,-9.341,1,0.0383,0.593,0.00774,0.77,0.134,140.26,audio_features,5hUWvHrxArc3IbbF2UIpjg,spotify:track:5hUWvHrxArc3IbbF2UIpjg,https://api.spotify.com/v1/tracks/5hUWvHrxArc3IbbF2UIpjg,https://api.spotify.com/v1/audio-analysis/5hUWvHrxArc3IbbF2UIpjg,201840,4
0.43,0.447,0,-8.522,1,0.0262,0.122,1.9e-06,0.0921,0.345,141.099,audio_features,11FcfHd3SOmmrWJPGe7Y30,spotify:track:11FcfHd3SOmmrWJPGe7Y30,https://api.spotify.com/v1/tracks/11FcfHd3SOmmrWJPGe7Y30,https://api.spotify.com/v1/audio-analysis/11FcfHd3SOmmrWJPGe7Y30,336733,4
0.691,0.464,0,-7.051,1,0.0275,0.133,0.0,0.111,0.466,110.044,audio_features,1Rpl7JQICcdSJaGRQbHhNc,spotify:track:1Rpl7JQICcdSJaGRQbHhNc,https://api.spotify.com/v1/tracks/1Rpl7JQICcdSJaGRQbHhNc,https://api.spotify.com/v1/audio-analysis/1Rpl7JQICcdSJaGRQbHhNc,224463,4
0.445,0.532,2,-7.889,1,0.0306,0.104,0.00236,0.346,0.162,131.997,audio_features,0FJUm7nNKXdRTSzjm8XypG,spotify:track:0FJUm7nNKXdRTSzjm8XypG,https://api.spotify.com/v1/tracks/0FJUm7nNKXdRTSzjm8XypG,https://api.spotify.com/v1/audio-analysis/0FJUm7nNKXdRTSzjm8XypG,335145,3
0.562,0.406,6,-13.135,0,0.0398,0.788,0.584,0.108,0.276,145.002,audio_features,3q9HEjBxDYlQJ4kBMDowVy,spotify:track:3q9HEjBxDYlQJ4kBMDowVy,https://api.spotify.com/v1/tracks/3q9HEjBxDYlQJ4kBMDowVy,https://api.spotify.com/v1/audio-analysis/3q9HEjBxDYlQJ4kBMDowVy,216149,4
0.756,0.724,1,-7.799,0,0.167,0.0476,0.385,0.145,0.536,94.0,audio_features,5zIMD8C7t1qiIXThhgDIpD,spotify:track:5zIMD8C7t1qiIXThhgDIpD,https://api.spotify.com/v1/tracks/5zIMD8C7t1qiIXThhgDIpD,https://api.spotify.com/v1/audio-analysis/5zIMD8C7t1qiIXThhgDIpD,217000,4
0.697,0.343,3,-7.657,1,0.0253,0.677,9.73e-05,0.121,0.193,130.038,audio_features,1Wz056Yrw2wvr0jJYbGrTT,spotify:track:1Wz056Yrw2wvr0jJYbGrTT,https://api.spotify.com/v1/tracks/1Wz056Yrw2wvr0jJYbGrTT,https://api.spotify.com/v1/audio-analysis/1Wz056Yrw2wvr0jJYbGrTT,249653,4
0.498,0.914,3,-9.2,1,0.0635,0.107,0.00235,0.891,0.622,106.492,audio_features,48wdHboeyHMI3y7sDRHQPi,spotify:track:48wdHboeyHMI3y7sDRHQPi,https://api.spotify.com/v1/tracks/48wdHboeyHMI3y7sDRHQPi,https://api.spotify.com/v1/audio-analysis/48wdHboeyHMI3y7sDRHQPi,293533,4
0.197,0.53,5,-8.456,1,0.0404,0.164,7.4e-05,0.25,0.357,71.996,audio_features,20Lo9M6nfdIAWrzPPV4yY0,spotify:track:20Lo9M6nfdIAWrzPPV4yY0,https://api.spotify.com/v1/tracks/20Lo9M6nfdIAWrzPPV4yY0,https://api.spotify.com/v1/audio-analysis/20Lo9M6nfdIAWrzPPV4yY0,183240,3
0.354,0.379,3,-9.017,1,0.0275,0.371,1.23e-05,0.0707,0.211,143.663,audio_features,4l18icdwLBScKw61eGD0Sb,spotify:track:4l18icdwLBScKw61eGD0Sb,https://api.spotify.com/v1/tracks/4l18icdwLBScKw61eGD0Sb,https://api.spotify.com/v1/audio-analysis/4l18icdwLBScKw61eGD0Sb,253840,4
0.542,0.627,0,-7.105,1,0.0243,0.0794,0.000517,0.277,0.814,89.734,audio_features,3tT5Lc7JFltsyOWfrzt1ve,spotify:track:3tT5Lc7JFltsyOWfrzt1ve,https://api.spotify.com/v1/tracks/3tT5Lc7JFltsyOWfrzt1ve,https://api.spotify.com/v1/audio-analysis/3tT5Lc7JFltsyOWfrzt1ve,305213,4
0.396,0.303,6,-9.88,1,0.0273,0.565,0.154,0.118,0.166,149.749,audio_features,3zQhEJARrppGxOA1WCd32h,spotify:track:3zQhEJARrppGxOA1WCd32h,https://api.spotify.com/v1/tracks/3zQhEJARrppGxOA1WCd32h,https://api.spotify.com/v1/audio-analysis/3zQhEJARrppGxOA1WCd32h,255307,4
0.463,0.27,7,-12.947,1,0.0373,0.955,8.57e-05,0.103,0.515,112.592,audio_features,2svIEDBbyHlGpRt3KxmU4Y,spotify:track:2svIEDBbyHlGpRt3KxmU4Y,https://api.spotify.com/v1/tracks/2svIEDBbyHlGpRt3KxmU4Y,https://api.spotify.com/v1/audio-analysis/2svIEDBbyHlGpRt3KxmU4Y,157792,4
0.436,0.39,8,-8.61,0,0.0279,0.607,0.788,0.1,0.43,156.484,audio_features,3X3TYy72Y6YHHY1Hvpc7Vg,spotify:track:3X3TYy72Y6YHHY1Hvpc7Vg,https://api.spotify.com/v1/tracks/3X3TYy72Y6YHHY1Hvpc7Vg,https://api.spotify.com/v1/audio-analysis/3X3TYy72Y6YHHY1Hvpc7Vg,196320,5
0.296,0.394,2,-10.108,1,0.0365,0.544,1.38e-05,0.131,0.127,174.224,audio_features,6CmdN7G1fwNr1UanAIy3lu,spotify:track:6CmdN7G1fwNr1UanAIy3lu,https://api.spotify.com/v1/tracks/6CmdN7G1fwNr1UanAIy3lu,https://api.spotify.com/v1/audio-analysis/6CmdN7G1fwNr1UanAIy3lu,239473,3
0.65,0.284,10,-15.665,0,0.0286,0.958,0.00221,0.213,0.512,112.767,audio_features,5CpH0bwau1sW8vtTBQ8Erc,spotify:track:5CpH0bwau1sW8vtTBQ8Erc,https://api.spotify.com/v1/tracks/5CpH0bwau1sW8vtTBQ8Erc,https://api.spotify.com/v1/audio-analysis/5CpH0bwau1sW8vtTBQ8Erc,248387,3
0.266,0.189,1,-12.817,1,0.0366,0.948,0.000478,0.424,0.527,173.811,audio_features,62U6Sv2WVgH4C4KA5MHQvo,spotify:track:62U6Sv2WVgH4C4KA5MHQvo,https://api.spotify.com/v1/tracks/62U6Sv2WVgH4C4KA5MHQvo,https://api.spotify.com/v1/audio-analysis/62U6Sv2WVgH4C4KA5MHQvo,176600,4
0.461,0.221,6,-8.967,1,0.0355,0.818,3.09e-05,0.104,0.0917,71.426,audio_features,5saKtvE6nWyEM7Q2lpXgdc,spotify:track:5saKtvE6nWyEM7Q2lpXgdc,https://api.spotify.com/v1/tracks/5saKtvE6nWyEM7Q2lpXgdc,https://api.spotify.com/v1/audio-analysis/5saKtvE6nWyEM7Q2lpXgdc,249279,3
0.409,0.304,2,-11.399,1,0.0362,0.674,0.24,0.176,0.501,92.306,audio_features,4a47EpkpPOGg385haAvIHD,spotify:track:4a47EpkpPOGg385haAvIHD,https://api.spotify.com/v1/tracks/4a47EpkpPOGg385haAvIHD,https://api.spotify.com/v1/audio-analysis/4a47EpkpPOGg385haAvIHD,300917,4
0.526,0.469,8,-11.48,1,0.0244,0.498,4.36e-06,0.134,0.377,104.047,audio_features,5uRMTJtmupiEQd5LqN87P2,spotify:track:5uRMTJtmupiEQd5LqN87P2,https://api.spotify.com/v1/tracks/5uRMTJtmupiEQd5LqN87P2,https://api.spotify.com/v1/audio-analysis/5uRMTJtmupiEQd5LqN87P2,288939,4
0.456,0.252,2,-14.749,1,0.0333,0.971,0.000134,0.108,0.475,159.911,audio_features,1MrElax7day41jzoztYk2k,spotify:track:1MrElax7day41jzoztYk2k,https://api.spotify.com/v1/tracks/1MrElax7day41jzoztYk2k,https://api.spotify.com/v1/audio-analysis/1MrElax7day41jzoztYk2k,156333,4
0.503,0.192,4,-17.31,0,0.0403,0.883,0.377,0.131,0.366,116.582,audio_features,4RFaL7wxMzQt4lvs5BZ8sg,spotify:track:4RFaL7wxMzQt4lvs5BZ8sg,https://api.spotify.com/v1/tracks/4RFaL7wxMzQt4lvs5BZ8sg,https://api.spotify.com/v1/audio-analysis/4RFaL7wxMzQt4lvs5BZ8sg,174537,4
0.435,0.374,7,-11.403,1,0.0417,0.657,0.0882,0.0945,0.807,109.316,audio_features,2cf3Yj51sQZXmK2Kra0m7p,spotify:track:2cf3Yj51sQZXmK2Kra0m7p,https://api.spotify.com/v1/tracks/2cf3Yj51sQZXmK2Kra0m7p,https://api.spotify.com/v1/audio-analysis/2cf3Yj51sQZXmK2Kra0m7p,298280,4
0.549,0.405,9,-14.098,0,0.0324,0.692,0.551,0.123,0.292,103.121,audio_features,2q2HJiWcwLi5xx0SRiQSzt,spotify:track:2q2HJiWcwLi5xx0SRiQSzt,https://api.spotify.com/v1/tracks/2q2HJiWcwLi5xx0SRiQSzt,https://api.spotify.com/v1/audio-analysis/2q2HJiWcwLi5xx0SRiQSzt,207640,4
0.599,0.637,0,-13.083,1,0.0305,0.0248,0.0,0.0612,0.968,137.171,audio_features,2RDXq7AwoEpvrjsXe4zlUc,spotify:track:2RDXq7AwoEpvrjsXe4zlUc,https://api.spotify.com/v1/tracks/2RDXq7AwoEpvrjsXe4zlUc,https://api.spotify.com/v1/audio-analysis/2RDXq7AwoEpvrjsXe4zlUc,200507,4
0.724,0.442,11,-7.838,1,0.071,0.27,3.43e-06,0.148,0.667,99.927,audio_features,34pCV0h5C8P9XXQqIuGKy6,spotify:track:34pCV0h5C8P9XXQqIuGKy6,https://api.spotify.com/v1/tracks/34pCV0h5C8P9XXQqIuGKy6,https://api.spotify.com/v1/audio-analysis/34pCV0h5C8P9XXQqIuGKy6,232266,4
0.503,0.58,2,-10.239,1,0.155,0.831,0.0,0.684,0.507,131.887,audio_features,0ToTP6i9GqpBIhn6M0xfmx,spotify:track:0ToTP6i9GqpBIhn6M0xfmx,https://api.spotify.com/v1/tracks/0ToTP6i9GqpBIhn6M0xfmx,https://api.spotify.com/v1/audio-analysis/0ToTP6i9GqpBIhn6M0xfmx,228640,4
0.506,0.081,10,-16.394,1,0.0472,0.922,0.0,0.133,0.21,105.164,audio_features,0pY9xoiH9hNo166spIpQWt,spotify:track:0pY9xoiH9hNo166spIpQWt,https://api.spotify.com/v1/tracks/0pY9xoiH9hNo166spIpQWt,https://api.spotify.com/v1/audio-analysis/0pY9xoiH9hNo166spIpQWt,178413,4
0.623,0.399,2,-10.883,0,0.029,0.123,0.000103,0.115,0.33,134.68,audio_features,17BBWuaTH2soxiyIaV6l5r,spotify:track:17BBWuaTH2soxiyIaV6l5r,https://api.spotify.com/v1/tracks/17BBWuaTH2soxiyIaV6l5r,https://api.spotify.com/v1/audio-analysis/17BBWuaTH2soxiyIaV6l5r,226973,4
0.562,0.187,9,-18.183,0,0.0442,0.676,0.00186,0.132,0.0913,75.965,audio_features,4RLr8yJXuhJ6ZrIQkZ4JlA,spotify:track:4RLr8yJXuhJ6ZrIQkZ4JlA,https://api.spotify.com/v1/tracks/4RLr8yJXuhJ6ZrIQkZ4JlA,https://api.spotify.com/v1/audio-analysis/4RLr8yJXuhJ6ZrIQkZ4JlA,147533,4
0.342,0.448,1,-5.887,1,0.0267,0.335,1.4e-06,0.12,0.222,133.699,audio_features,3oY4mKUvfMMC3KcaJecCIs,spotify:track:3oY4mKUvfMMC3KcaJecCIs,https://api.spotify.com/v1/tracks/3oY4mKUvfMMC3KcaJecCIs,https://api.spotify.com/v1/audio-analysis/3oY4mKUvfMMC3KcaJecCIs,334253,4
0.428,0.432,8,-11.58,1,0.0288,0.575,0.00933,0.0888,0.808,135.142,audio_features,39S2xu12I1IwMVqSvoORSh,spotify:track:39S2xu12I1IwMVqSvoORSh,https://api.spotify.com/v1/tracks/39S2xu12I1IwMVqSvoORSh,https://api.spotify.com/v1/audio-analysis/39S2xu12I1IwMVqSvoORSh,211862,4
0.496,0.724,9,-7.964,0,0.0433,0.0963,0.0261,0.118,0.369,139.913,audio_features,7HwB14f2cAVqbvIZNQS4oK,spotify:track:7HwB14f2cAVqbvIZNQS4oK,https://api.spotify.com/v1/tracks/7HwB14f2cAVqbvIZNQS4oK,https://api.spotify.com/v1/audio-analysis/7HwB14f2cAVqbvIZNQS4oK,265053,4
0.733,0.677,2,-9.878,1,0.0779,0.232,0.168,0.0829,0.904,149.995,audio_features,3D3OSx74Id3Xo0jjTo9qvy,spotify:track:3D3OSx74Id3Xo0jjTo9qvy,https://api.spotify.com/v1/tracks/3D3OSx74Id3Xo0jjTo9qvy,https://api.spotify.com/v1/audio-analysis/3D3OSx74Id3Xo0jjTo9qvy,176293,4
0.299,0.592,2,-8.542,1,0.0472,0.0197,0.00627,0.103,0.267,80.055,audio_features,7G5pAGCw2L5RyEzOHsh3KW,spotify:track:7G5pAGCw2L5RyEzOHsh3KW,https://api.spotify.com/v1/tracks/7G5pAGCw2L5RyEzOHsh3KW,https://api.spotify.com/v1/audio-analysis/7G5pAGCw2L5RyEzOHsh3KW,336960,4
0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,audio_features,19iqWNzp5LwEdvntpEK8MP,spotify:track:19iqWNzp5LwEdvntpEK8MP,https://api.spotify.com/v1/tracks/19iqWNzp5LwEdvntpEK8MP,https://api.spotify.com/v1/audio-analysis/19iqWNzp5LwEdvntpEK8MP,215267,4
0.556,0.727,3,-5.574,1,0.038,0.0122,0.0128,0.145,0.604,132.614,audio_features,7oDUXxUIlfEnCh3wfeteYe,spotify:track:7oDUXxUIlfEnCh3wfeteYe,https://api.spotify.com/v1/tracks/7oDUXxUIlfEnCh3wfeteYe,https://api.spotify.com/v1/audio-analysis/7oDUXxUIlfEnCh3wfeteYe,228467,4
0.869,0.393,1,-10.438,1,0.0564,0.557,0.557,0.105,0.519,149.953,audio_features,7zeCIWu37bKFJuem8MTyM1,spotify:track:7zeCIWu37bKFJuem8MTyM1,https://api.spotify.com/v1/tracks/7zeCIWu37bKFJuem8MTyM1,https://api.spotify.com/v1/audio-analysis/7zeCIWu37bKFJuem8MTyM1,248840,4
0.649,0.846,0,-7.376,1,0.0546,0.0361,5.49e-06,0.357,0.685,129.295,audio_features,4TEWYonMhE35kZrLn8q3Fp,spotify:track:4TEWYonMhE35kZrLn8q3Fp,https://api.spotify.com/v1/tracks/4TEWYonMhE35kZrLn8q3Fp,https://api.spotify.com/v1/audio-analysis/4TEWYonMhE35kZrLn8q3Fp,295933,4
0.525,0.777,5,-10.018,1,0.0507,0.0248,0.244,0.0624,0.258,169.991,audio_features,3ipt678zwPkLgPpyTnSEeK,spotify:track:3ipt678zwPkLgPpyTnSEeK,https://api.spotify.com/v1/tracks/3ipt678zwPkLgPpyTnSEeK,https://api.spotify.com/v1/audio-analysis/3ipt678zwPkLgPpyTnSEeK,370253,4
0.387,0.777,5,-5.594,1,0.0578,0.223,0.0156,0.266,0.5,160.034,audio_features,0BNYP5m7EM9d0NwzT86LdE,spotify:track:0BNYP5m7EM9d0NwzT86LdE,https://api.spotify.com/v1/tracks/0BNYP5m7EM9d0NwzT86LdE,https://api.spotify.com/v1/audio-analysis/0BNYP5m7EM9d0NwzT86LdE,254867,4
0.544,0.382,7,-9.208,1,0.0251,0.665,0.0209,0.123,0.196,88.065,audio_features,0qjondkfkYWJCP2wpSVs6Q,spotify:track:0qjondkfkYWJCP2wpSVs6Q,https://api.spotify.com/v1/tracks/0qjondkfkYWJCP2wpSVs6Q,https://api.spotify.com/v1/audio-analysis/0qjondkfkYWJCP2wpSVs6Q,268387,4
0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,audio_features,3YJJjQPAbDT7mGpX3WtQ9A,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/audio-analysis/3YJJjQPAbDT7mGpX3WtQ9A,279204,4
0.606,0.24,3,-7.102,1,0.0369,0.772,0.0,0.0819,0.526,96.792,audio_features,5QTdOvIF2ehBMZpSIIGzIo,spotify:track:5QTdOvIF2ehBMZpSIIGzIo,https://api.spotify.com/v1/tracks/5QTdOvIF2ehBMZpSIIGzIo,https://api.spotify.com/v1/audio-analysis/5QTdOvIF2ehBMZpSIIGzIo,199210,4
0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,audio_features,5QvBXUm5MglLJ3iBfTX2Wo,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/tracks/5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/audio-analysis/5QvBXUm5MglLJ3iBfTX2Wo,177227,4
0.35,0.12,3,-11.104,0,0.0393,0.982,0.000289,0.103,0.121,68.995,audio_features,72794Eag03xdy7TO0KNuid,spotify:track:72794Eag03xdy7TO0KNuid,https://api.spotify.com/v1/tracks/72794Eag03xdy7TO0KNuid,https://api.spotify.com/v1/audio-analysis/72794Eag03xdy7TO0KNuid,202200,4
0.613,0.428,0,-9.064,1,0.0514,0.245,0.0,0.254,0.352,105.09,audio_features,5byMYiGxEFH2UzqNWOztGW,spotify:track:5byMYiGxEFH2UzqNWOztGW,https://api.spotify.com/v1/tracks/5byMYiGxEFH2UzqNWOztGW,https://api.spotify.com/v1/audio-analysis/5byMYiGxEFH2UzqNWOztGW,168907,4
0.829,0.438,11,-8.265,1,0.335,0.207,0.0118,0.186,0.501,119.969,audio_features,4IE6I0KXl6bv98f59bD6WM,spotify:track:4IE6I0KXl6bv98f59bD6WM,https://api.spotify.com/v1/tracks/4IE6I0KXl6bv98f59bD6WM,https://api.spotify.com/v1/audio-analysis/4IE6I0KXl6bv98f59bD6WM,138606,4
0.205,0.267,4,-12.066,1,0.0372,0.918,0.00043,0.135,0.273,170.175,audio_features,5gErVIEfTztsb2niYlWjI4,spotify:track:5gErVIEfTztsb2niYlWjI4,https://api.spotify.com/v1/tracks/5gErVIEfTztsb2niYlWjI4,https://api.spotify.com/v1/audio-analysis/5gErVIEfTztsb2niYlWjI4,88099,3
0.617,0.5,6,-5.747,1,0.034,0.386,0.00521,0.107,0.516,90.026,audio_features,7DYkWTA0ckaqm2MFfAIlQr,spotify:track:7DYkWTA0ckaqm2MFfAIlQr,https://api.spotify.com/v1/tracks/7DYkWTA0ckaqm2MFfAIlQr,https://api.spotify.com/v1/audio-analysis/7DYkWTA0ckaqm2MFfAIlQr,168747,4
0.35,0.376,9,-6.876,1,0.0318,0.761,0.0123,0.121,0.0543,128.315,audio_features,0KnvToS92AMDTaB0f0FIwf,spotify:track:0KnvToS92AMDTaB0f0FIwf,https://api.spotify.com/v1/tracks/0KnvToS92AMDTaB0f0FIwf,https://api.spotify.com/v1/audio-analysis/0KnvToS92AMDTaB0f0FIwf,220827,3
0.561,0.779,10,-5.107,0,0.0531,0.0862,0.0,0.078,0.235,81.965,audio_features,0At2qAoaVjIwWNAqrscXli,spotify:track:0At2qAoaVjIwWNAqrscXli,https://api.spotify.com/v1/tracks/0At2qAoaVjIwWNAqrscXli,https://api.spotify.com/v1/audio-analysis/0At2qAoaVjIwWNAqrscXli,256064,4
0.592,0.296,10,-10.899,1,0.0254,0.452,9.88e-05,0.112,0.31,100.727,audio_features,1jRhmp69z3clRhNjev6P6f,spotify:track:1jRhmp69z3clRhNjev6P6f,https://api.spotify.com/v1/tracks/1jRhmp69z3clRhNjev6P6f,https://api.spotify.com/v1/audio-analysis/1jRhmp69z3clRhNjev6P6f,176268,4
0.46,0.452,7,-12.901,1,0.0305,0.567,0.301,0.13,0.755,114.066,audio_features,0nVCcdOFq7TIaeafLp5QgO,spotify:track:0nVCcdOFq7TIaeafLp5QgO,https://api.spotify.com/v1/tracks/0nVCcdOFq7TIaeafLp5QgO,https://api.spotify.com/v1/audio-analysis/0nVCcdOFq7TIaeafLp5QgO,363000,4
