danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.485,0.638,2,-6.962,0,0.139,0.309,4.13e-05,0.137,0.421,149.99,audio_features,5sMEEjviCkH6Rp5X2ZvIIc,spotify:track:5sMEEjviCkH6Rp5X2ZvIIc,https://api.spotify.com/v1/tracks/5sMEEjviCkH6Rp5X2ZvIIc,https://api.spotify.com/v1/audio-analysis/5sMEEjviCkH6Rp5X2ZvIIc,203482,4
0.655,0.179,11,-6.903,1,0.0722,0.976,0.0,0.105,0.758,140.687,audio_features,20r94xA0bsYNLtYSiOE6r3,spotify:track:20r94xA0bsYNLtYSiOE6r3,https://api.spotify.com/v1/tracks/20r94xA0bsYNLtYSiOE6r3,https://api.spotify.com/v1/audio-analysis/20r94xA0bsYNLtYSiOE6r3,38333,4
0.598,0.592,4,-7.607,0,0.381,0.0633,1.83e-06,0.1,0.471,156.903,audio_features,3utisM1p90YUtH7yjXyrrY,spotify:track:3utisM1p90YUtH7yjXyrrY,https://api.spotify.com/v1/tracks/3utisM1p90YUtH7yjXyrrY,https://api.spotify.com/v1/audio-analysis/3utisM1p90YUtH7yjXyrrY,204909,4
0.934,0.276,11,-5.685,0,0.285,0.44,0.0,0.114,0.657,135.14,audio_features,4xM7eyETzrQ7ag6CTy05QT,spotify:track:4xM7eyETzrQ7ag6CTy05QT,https://api.spotify.com/v1/tracks/4xM7eyETzrQ7ag6CTy05QT,https://api.spotify.com/v1/audio-analysis/4xM7eyETzrQ7ag6CTy05QT,168000,4
0.282,0.658,5,-6.746,1,0.0456,0.0214,4.1e-06,0.305,0.337,175.646,audio_features,3CrHOaMAFnBStKoVr2e7qj,spotify:track:3CrHOaMAFnBStKoVr2e7qj,https://api.spotify.com/v1/tracks/3CrHOaMAFnBStKoVr2e7qj,https://api.spotify.com/v1/audio-analysis/3CrHOaMAFnBStKoVr2e7qj,296527,5
0.675,0.749,7,-7.272,0,0.0489,0.0773,0.000211,0.0924,0.531,122.188,audio_features,5y6vRQJrzPveBmvysTE4UQ,spotify:track:5y6vRQJrzPveBmvysTE4UQ,https://api.spotify.com/v1/tracks/5y6vRQJrzPveBmvysTE4UQ,https://api.spotify.com/v1/audio-analysis/5y6vRQJrzPveBmvysTE4UQ,293377,4
0.727,0.75,6,-7.245,0,0.0382,0.0745,0.236,0.57,0.235,130.006,audio_features,52GJf3163rfoCtjOvCe85K,spotify:track:52GJf3163rfoCtjOvCe85K,https://api.spotify.com/v1/tracks/52GJf3163rfoCtjOvCe85K,https://api.spotify.com/v1/audio-analysis/52GJf3163rfoCtjOvCe85K,240580,4
0.602,0.764,0,-2.885,1,0.192,0.0213,0.0,0.216,0.768,145.141,audio_features,4qAQTQH5lF4kINZ9JkURXp,spotify:track:4qAQTQH5lF4kINZ9JkURXp,https://api.spotify.com/v1/tracks/4qAQTQH5lF4kINZ9JkURXp,https://api.spotify.com/v1/audio-analysis/4qAQTQH5lF4kINZ9JkURXp,167292,4
0.824,0.633,1,-7.61,0,0.0846,0.0063,0.00038,0.0874,0.559,99.954,audio_features,03yR4z1jANazJTWMjX3rtw,spotify:track:03yR4z1jANazJTWMjX3rtw,https://api.spotify.com/v1/tracks/03yR4z1jANazJTWMjX3rtw,https://api.spotify.com/v1/audio-analysis/03yR4z1jANazJTWMjX3rtw,80625,4
0.771,0.704,1,-5.098,1,0.0315,0.0835,0.0,0.0935,0.55,118.01,audio_features,4LKYOetuIF5c9XjeLBL9av,spotify:track:4LKYOetuIF5c9XjeLBL9av,https://api.spotify.com/v1/tracks/4LKYOetuIF5c9XjeLBL9av,https://api.spotify.com/v1/audio-analysis/4LKYOetuIF5c9XjeLBL9av,211058,4
0.804,0.957,0,-5.452,1,0.034,0.125,0.0174,0.114,0.962,126.035,audio_features,19RybK6XDbAVpcdxSbZL1o,spotify:track:19RybK6XDbAVpcdxSbZL1o,https://api.spotify.com/v1/tracks/19RybK6XDbAVpcdxSbZL1o,https://api.spotify.com/v1/audio-analysis/19RybK6XDbAVpcdxSbZL1o,151740,4
0.692,0.739,1,-4.122,1,0.0374,0.35,0.0,0.32,0.819,115.014,audio_features,0i62I5HJlzIVu2FALBmBPx,spotify:track:0i62I5HJlzIVu2FALBmBPx,https://api.spotify.com/v1/tracks/0i62I5HJlzIVu2FALBmBPx,https://api.spotify.com/v1/audio-analysis/0i62I5HJlzIVu2FALBmBPx,237040,4
0.341,0.845,2,-2.473,1,0.049,0.168,0.0,0.466,0.404,140.139,audio_features,2KiQ23eB0oqyRQ7DoU744k,spotify:track:2KiQ23eB0oqyRQ7DoU744k,https://api.spotify.com/v1/tracks/2KiQ23eB0oqyRQ7DoU744k,https://api.spotify.com/v1/audio-analysis/2KiQ23eB0oqyRQ7DoU744k,168222,4
0.891,0.67,0,-7.256,1,0.135,0.203,0.00273,0.11,0.938,128.046,audio_features,0widrZ6KVNuIPhbM1rWPDR,spotify:track:0widrZ6KVNuIPhbM1rWPDR,https://api.spotify.com/v1/tracks/0widrZ6KVNuIPhbM1rWPDR,https://api.spotify.com/v1/audio-analysis/0widrZ6KVNuIPhbM1rWPDR,184222,4
0.484,0.574,8,-10.901,0,0.336,0.407,0.15,0.138,0.625,76.976,audio_features,5TOBZ7LCRmB7pddKAaCibB,spotify:track:5TOBZ7LCRmB7pddKAaCibB,https://api.spotify.com/v1/tracks/5TOBZ7LCRmB7pddKAaCibB,https://api.spotify.com/v1/audio-analysis/5TOBZ7LCRmB7pddKAaCibB,172000,4
0.804,0.652,11,-5.592,1,0.0705,0.296,0.00873,0.0913,0.832,162.008,audio_features,6m871Gxm8jQGShOYhKMkKR,spotify:track:6m871Gxm8jQGShOYhKMkKR,https://api.spotify.com/v1/tracks/6m871Gxm8jQGShOYhKMkKR,https://api.spotify.com/v1/audio-analysis/6m871Gxm8jQGShOYhKMkKR,157815,4
0.606,0.788,5,-5.818,1,0.0494,0.0111,0.0045,0.345,0.209,75.544,audio_features,3WY21ibZasLGJE1U6Apmzj,spotify:track:3WY21ibZasLGJE1U6Apmzj,https://api.spotify.com/v1/tracks/3WY21ibZasLGJE1U6Apmzj,https://api.spotify.com/v1/audio-analysis/3WY21ibZasLGJE1U6Apmzj,174880,4
0.773,0.679,7,-6.51,0,0.0315,0.219,0.00263,0.297,0.544,127.002,audio_features,31MNHKE86sEXzIglbGQ6mu,spotify:track:31MNHKE86sEXzIglbGQ6mu,https://api.spotify.com/v1/tracks/31MNHKE86sEXzIglbGQ6mu,https://api.spotify.com/v1/audio-analysis/31MNHKE86sEXzIglbGQ6mu,198448,4
0.696,0.777,8,-4.179,1,0.0307,0.0156,0.0,0.0798,0.69,138.903,audio_features,7mpaeaER7YQPWvJjgd2OLV,spotify:track:7mpaeaER7YQPWvJjgd2OLV,https://api.spotify.com/v1/tracks/7mpaeaER7YQPWvJjgd2OLV,https://api.spotify.com/v1/audio-analysis/7mpaeaER7YQPWvJjgd2OLV,233270,4
0.692,0.823,11,-7.209,0,0.0547,0.17,0.00802,0.134,0.458,124.964,audio_features,2YFhqZvhTpyK13gKXMKV7R,spotify:track:2YFhqZvhTpyK13gKXMKV7R,https://api.spotify.com/v1/tracks/2YFhqZvhTpyK13gKXMKV7R,https://api.spotify.com/v1/audio-analysis/2YFhqZvhTpyK13gKXMKV7R,207412,4
0.909,0.399,11,-7.358,1,0.0646,0.000795,0.000275,0.0587,0.97,120.141,audio_features,14Ao5GwSPhlroo0EhAgtRS,spotify:track:14Ao5GwSPhlroo0EhAgtRS,https://api.spotify.com/v1/tracks/14Ao5GwSPhlroo0EhAgtRS,https://api.spotify.com/v1/audio-analysis/14Ao5GwSPhlroo0EhAgtRS,116655,4
0.611,0.863,5,-6.369,0,0.0421,0.000291,0.17,0.15,0.851,128.015,audio_features,5LIUI808j8M8bXQd0kRxnp,spotify:track:5LIUI808j8M8bXQd0kRxnp,https://api.spotify.com/v1/tracks/5LIUI808j8M8bXQd0kRxnp,https://api.spotify.com/v1/audio-analysis/5LIUI808j8M8bXQd0kRxnp,212867,3
0.669,0.558,10,-8.805,0,0.273,0.487,0.00125,0.112,0.452,139.979,audio_features,5wktQ3fg1lRjzUYyy7nu36,spotify:track:5wktQ3fg1lRjzUYyy7nu36,https://api.spotify.com/v1/tracks/5wktQ3fg1lRjzUYyy7nu36,https://api.spotify.com/v1/audio-analysis/5wktQ3fg1lRjzUYyy7nu36,169822,4
0.79,0.557,8,-5.566,1,0.104,0.0383,0.917,0.121,0.489,123.086,audio_features,2edyh4YVEmmyvv8BosK5rw,spotify:track:2edyh4YVEmmyvv8BosK5rw,https://api.spotify.com/v1/tracks/2edyh4YVEmmyvv8BosK5rw,https://api.spotify.com/v1/audio-analysis/2edyh4YVEmmyvv8BosK5rw,170976,4
0.584,0.732,2,-7.09,1,0.0565,0.608,0.39,0.137,0.515,126.294,audio_features,2YuySJd7C2aoBarBP8OvzR,spotify:track:2YuySJd7C2aoBarBP8OvzR,https://api.spotify.com/v1/tracks/2YuySJd7C2aoBarBP8OvzR,https://api.spotify.com/v1/audio-analysis/2YuySJd7C2aoBarBP8OvzR,212440,4
0.533,0.699,5,-6.595,1,0.0362,0.15,0.745,0.0883,0.544,129.006,audio_features,5C25UbDGoB9pgvqFlGfS9A,spotify:track:5C25UbDGoB9pgvqFlGfS9A,https://api.spotify.com/v1/tracks/5C25UbDGoB9pgvqFlGfS9A,https://api.spotify.com/v1/audio-analysis/5C25UbDGoB9pgvqFlGfS9A,147442,4
0.665,0.727,1,-8.073,0,0.0391,0.00984,0.394,0.172,0.397,133.922,audio_features,3eHycF4kskcHoDd47DpDZh,spotify:track:3eHycF4kskcHoDd47DpDZh,https://api.spotify.com/v1/tracks/3eHycF4kskcHoDd47DpDZh,https://api.spotify.com/v1/audio-analysis/3eHycF4kskcHoDd47DpDZh,198806,4
0.701,0.401,7,-8.796,1,0.0586,0.00186,0.0473,0.0655,0.518,95.091,audio_features,2RgQKoWxEB6KGu8h4a7R46,spotify:track:2RgQKoWxEB6KGu8h4a7R46,https://api.spotify.com/v1/tracks/2RgQKoWxEB6KGu8h4a7R46,https://api.spotify.com/v1/audio-analysis/2RgQKoWxEB6KGu8h4a7R46,225933,4
0.706,0.803,0,-5.874,0,0.0339,0.0849,0.0354,0.0678,0.482,118.988,audio_features,0I49aN2b9qfw1UWtctmNtr,spotify:track:0I49aN2b9qfw1UWtctmNtr,https://api.spotify.com/v1/tracks/0I49aN2b9qfw1UWtctmNtr,https://api.spotify.com/v1/audio-analysis/0I49aN2b9qfw1UWtctmNtr,233416,4
0.606,0.714,3,-6.244,1,0.0339,0.238,0.098,0.106,0.448,141.512,audio_features,2mWfVxEo4xZYDaz0v7hYrN,spotify:track:2mWfVxEo4xZYDaz0v7hYrN,https://api.spotify.com/v1/tracks/2mWfVxEo4xZYDaz0v7hYrN,https://api.spotify.com/v1/audio-analysis/2mWfVxEo4xZYDaz0v7hYrN,195110,4
0.618,0.366,2,-13.76,1,0.0489,0.664,0.682,0.128,0.257,88.873,audio_features,1JVEM4C04VPAU9JTnKthNk,spotify:track:1JVEM4C04VPAU9JTnKthNk,https://api.spotify.com/v1/tracks/1JVEM4C04VPAU9JTnKthNk,https://api.spotify.com/v1/audio-analysis/1JVEM4C04VPAU9JTnKthNk,306187,4
0.529,0.335,9,-12.424,1,0.0292,0.766,0.000366,0.0824,0.316,87.577,audio_features,5Qrcxc2YPomtX6UB0bwNaf,spotify:track:5Qrcxc2YPomtX6UB0bwNaf,https://api.spotify.com/v1/tracks/5Qrcxc2YPomtX6UB0bwNaf,https://api.spotify.com/v1/audio-analysis/5Qrcxc2YPomtX6UB0bwNaf,258027,4
0.59,0.438,6,-12.594,0,0.0508,0.292,0.00216,0.103,0.727,83.506,audio_features,397fxHew7NyjryGWGr1Imy,spotify:track:397fxHew7NyjryGWGr1Imy,https://api.spotify.com/v1/tracks/397fxHew7NyjryGWGr1Imy,https://api.spotify.com/v1/audio-analysis/397fxHew7NyjryGWGr1Imy,250867,4
0.761,0.556,6,-9.999,1,0.0483,0.104,0.912,0.105,0.905,129.578,audio_features,7Kt7c9Q2B7hSyiTZvGQ37D,spotify:track:7Kt7c9Q2B7hSyiTZvGQ37D,https://api.spotify.com/v1/tracks/7Kt7c9Q2B7hSyiTZvGQ37D,https://api.spotify.com/v1/audio-analysis/7Kt7c9Q2B7hSyiTZvGQ37D,118051,4
0.638,0.413,8,-10.816,0,0.102,0.849,0.905,0.112,0.707,159.001,audio_features,6AcJTLIgNpxs5ERpo03QQc,spotify:track:6AcJTLIgNpxs5ERpo03QQc,https://api.spotify.com/v1/tracks/6AcJTLIgNpxs5ERpo03QQc,https://api.spotify.com/v1/audio-analysis/6AcJTLIgNpxs5ERpo03QQc,185660,4
0.698,0.722,11,-7.056,0,0.04,0.929,0.162,0.116,0.708,86.601,audio_features,45JLSLXRMQJabYtPtSuBmV,spotify:track:45JLSLXRMQJabYtPtSuBmV,https://api.spotify.com/v1/tracks/45JLSLXRMQJabYtPtSuBmV,https://api.spotify.com/v1/audio-analysis/45JLSLXRMQJabYtPtSuBmV,195707,4
0.391,0.229,1,-12.766,0,0.0464,0.944,1.6e-05,0.0951,0.282,137.858,audio_features,1jLNxsmGsEQAM4CUkHemfS,spotify:track:1jLNxsmGsEQAM4CUkHemfS,https://api.spotify.com/v1/tracks/1jLNxsmGsEQAM4CUkHemfS,https://api.spotify.com/v1/audio-analysis/1jLNxsmGsEQAM4CUkHemfS,128933,4
0.32,0.479,0,-12.023,0,0.0325,0.526,0.467,0.11,0.421,83.542,audio_features,5TOnnVV8YxB4NnRvavrPHX,spotify:track:5TOnnVV8YxB4NnRvavrPHX,https://api.spotify.com/v1/tracks/5TOnnVV8YxB4NnRvavrPHX,https://api.spotify.com/v1/audio-analysis/5TOnnVV8YxB4NnRvavrPHX,152000,4
0.473,0.359,0,-13.094,1,0.0431,0.85,0.00115,0.12,0.185,113.364,audio_features,3qTJrHpLz7yY1SRux2Nf3H,spotify:track:3qTJrHpLz7yY1SRux2Nf3H,https://api.spotify.com/v1/tracks/3qTJrHpLz7yY1SRux2Nf3H,https://api.spotify.com/v1/audio-analysis/3qTJrHpLz7yY1SRux2Nf3H,399584,5
0.709,0.66,8,-8.262,0,0.0762,0.101,0.00292,0.107,0.665,170.081,audio_features,6I9GeNnqNqQ5Q8DSrFkkvd,spotify:track:6I9GeNnqNqQ5Q8DSrFkkvd,https://api.spotify.com/v1/tracks/6I9GeNnqNqQ5Q8DSrFkkvd,https://api.spotify.com/v1/audio-analysis/6I9GeNnqNqQ5Q8DSrFkkvd,231708,4
0.635,0.864,0,-6.519,1,0.0356,0.57,0.00795,0.0826,0.501,144.852,audio_features,6VNvyzWcgWUKsV7MkINTQQ,spotify:track:6VNvyzWcgWUKsV7MkINTQQ,https://api.spotify.com/v1/tracks/6VNvyzWcgWUKsV7MkINTQQ,https://api.spotify.com/v1/audio-analysis/6VNvyzWcgWUKsV7MkINTQQ,182761,4
0.434,0.498,3,-8.376,1,0.0315,0.688,0.00224,0.109,0.17,72.479,audio_features,0K69bmjZwfIXmlnFN43SgS,spotify:track:0K69bmjZwfIXmlnFN43SgS,https://api.spotify.com/v1/tracks/0K69bmjZwfIXmlnFN43SgS,https://api.spotify.com/v1/audio-analysis/0K69bmjZwfIXmlnFN43SgS,298883,4
0.819,0.497,9,-8.566,1,0.0608,0.487,0.782,0.193,0.701,145.987,audio_features,2T9XG0dOWvJw23EUC8YIn5,spotify:track:2T9XG0dOWvJw23EUC8YIn5,https://api.spotify.com/v1/tracks/2T9XG0dOWvJw23EUC8YIn5,https://api.spotify.com/v1/audio-analysis/2T9XG0dOWvJw23EUC8YIn5,191991,4
0.643,0.504,1,-8.095,1,0.0572,0.949,0.0132,0.1,0.437,116.918,audio_features,4Zg9es4eGGtFNUnnkCaOey,spotify:track:4Zg9es4eGGtFNUnnkCaOey,https://api.spotify.com/v1/tracks/4Zg9es4eGGtFNUnnkCaOey,https://api.spotify.com/v1/audio-analysis/4Zg9es4eGGtFNUnnkCaOey,142793,4
0.533,0.69,9,-7.756,0,0.0939,0.0548,0.557,0.196,0.392,97.623,audio_features,1jlBePA3tcycCoANSSZbgj,spotify:track:1jlBePA3tcycCoANSSZbgj,https://api.spotify.com/v1/tracks/1jlBePA3tcycCoANSSZbgj,https://api.spotify.com/v1/audio-analysis/1jlBePA3tcycCoANSSZbgj,188400,3
0.52,0.622,1,-9.19,1,0.03,0.0348,0.789,0.292,0.239,92.547,audio_features,1RHVadqESon8w2Yv7QSsjH,spotify:track:1RHVadqESon8w2Yv7QSsjH,https://api.spotify.com/v1/tracks/1RHVadqESon8w2Yv7QSsjH,https://api.spotify.com/v1/audio-analysis/1RHVadqESon8w2Yv7QSsjH,144503,4
0.612,0.889,11,-5.449,0,0.0446,0.0366,0.8,0.0882,0.7,95.105,audio_features,1Sbdw0lMZXkfVmjuH1UTb8,spotify:track:1Sbdw0lMZXkfVmjuH1UTb8,https://api.spotify.com/v1/tracks/1Sbdw0lMZXkfVmjuH1UTb8,https://api.spotify.com/v1/audio-analysis/1Sbdw0lMZXkfVmjuH1UTb8,270946,3
0.441,0.89,10,-6.552,0,0.0832,0.151,0.000114,0.228,0.381,162.014,audio_features,0woEYg2SEO3u2MFKmVnDgM,spotify:track:0woEYg2SEO3u2MFKmVnDgM,https://api.spotify.com/v1/tracks/0woEYg2SEO3u2MFKmVnDgM,https://api.spotify.com/v1/audio-analysis/0woEYg2SEO3u2MFKmVnDgM,218738,4
0.608,0.666,9,-7.099,1,0.0318,0.34,0.0212,0.113,0.413,122.332,audio_features,2M8VHnYfCGxS0DDA8n0yXX,spotify:track:2M8VHnYfCGxS0DDA8n0yXX,https://api.spotify.com/v1/tracks/2M8VHnYfCGxS0DDA8n0yXX,https://api.spotify.com/v1/audio-analysis/2M8VHnYfCGxS0DDA8n0yXX,142457,4
0.7,0.425,7,-12.531,1,0.0529,0.144,0.879,0.083,0.521,110.015,audio_features,7BRD7x5pt8Lqa1eGYC4dzj,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,https://api.spotify.com/v1/tracks/7BRD7x5pt8Lqa1eGYC4dzj,https://api.spotify.com/v1/audio-analysis/7BRD7x5pt8Lqa1eGYC4dzj,303440,4
0.624,0.385,8,-5.579,0,0.0302,0.703,1.37e-06,0.0956,0.624,119.948,audio_features,0FFwPsnNXfg25d3OM1VegB,spotify:track:0FFwPsnNXfg25d3OM1VegB,https://api.spotify.com/v1/tracks/0FFwPsnNXfg25d3OM1VegB,https://api.spotify.com/v1/audio-analysis/0FFwPsnNXfg25d3OM1VegB,187280,3
0.265,0.322,4,-9.953,1,0.04,0.895,0.00375,0.101,0.228,174.934,audio_features,2uEGXnrVqAlBgvLLYLZiZi,spotify:track:2uEGXnrVqAlBgvLLYLZiZi,https://api.spotify.com/v1/tracks/2uEGXnrVqAlBgvLLYLZiZi,https://api.spotify.com/v1/audio-analysis/2uEGXnrVqAlBgvLLYLZiZi,144051,3
0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,audio_features,1XBYiRV30ykHw5f4wm6qEn,spotify:track:1XBYiRV30ykHw5f4wm6qEn,https://api.spotify.com/v1/tracks/1XBYiRV30ykHw5f4wm6qEn,https://api.spotify.com/v1/audio-analysis/1XBYiRV30ykHw5f4wm6qEn,86984,4
0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,0.426,89.965,audio_features,5gDWsRxpJ2lZAffh5p7K0w,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/tracks/5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/audio-analysis/5gDWsRxpJ2lZAffh5p7K0w,111627,4
0.504,0.3,5,-9.199,1,0.029,0.736,0.00629,0.0951,0.16,79.25,audio_features,0PFZCt7UNmpas24HejQGu8,spotify:track:0PFZCt7UNmpas24HejQGu8,https://api.spotify.com/v1/tracks/0PFZCt7UNmpas24HejQGu8,https://api.spotify.com/v1/audio-analysis/0PFZCt7UNmpas24HejQGu8,109203,4
0.753,0.277,0,-8.823,1,0.351,0.819,0.000165,0.0661,0.328,88.019,audio_features,4QlMiL1BPCBzLfn1XbSkpg,spotify:track:4QlMiL1BPCBzLfn1XbSkpg,https://api.spotify.com/v1/tracks/4QlMiL1BPCBzLfn1XbSkpg,https://api.spotify.com/v1/audio-analysis/4QlMiL1BPCBzLfn1XbSkpg,165520,4
0.612,0.565,5,-7.609,1,0.0414,0.585,0.00174,0.0827,0.545,89.895,audio_features,7dJN4NWQuqCjWwIT3UwOps,spotify:track:7dJN4NWQuqCjWwIT3UwOps,https://api.spotify.com/v1/tracks/7dJN4NWQuqCjWwIT3UwOps,https://api.spotify.com/v1/audio-analysis/7dJN4NWQuqCjWwIT3UwOps,183693,4
0.542,0.795,4,-3.63,0,0.0367,0.00506,0.019,0.0851,0.43,92.234,audio_features,2IWtloZYQDcP8Ashwx8QEF,spotify:track:2IWtloZYQDcP8Ashwx8QEF,https://api.spotify.com/v1/tracks/2IWtloZYQDcP8Ashwx8QEF,https://api.spotify.com/v1/audio-analysis/2IWtloZYQDcP8Ashwx8QEF,227160,4
0.649,0.654,5,-10.965,1,0.0629,0.547,0.822,0.0795,0.561,93.96,audio_features,3zJakbnIw0ufiVnIFkLfA1,spotify:track:3zJakbnIw0ufiVnIFkLfA1,https://api.spotify.com/v1/tracks/3zJakbnIw0ufiVnIFkLfA1,https://api.spotify.com/v1/audio-analysis/3zJakbnIw0ufiVnIFkLfA1,81000,4
0.669,0.586,9,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,audio_features,5N3hjp1WNayUPZrA8kJmJP,spotify:track:5N3hjp1WNayUPZrA8kJmJP,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP,186365,4
0.617,0.411,8,-12.075,1,0.0373,0.675,1.04e-06,0.0886,0.738,203.934,audio_features,6dnco8haegnJYtylV26cBq,spotify:track:6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/tracks/6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/audio-analysis/6dnco8haegnJYtylV26cBq,251960,4
0.53,0.745,1,-6.052,1,0.0542,0.0535,0.000967,0.188,0.815,83.411,audio_features,3Soh70IuJKA12P7x4oQcD7,spotify:track:3Soh70IuJKA12P7x4oQcD7,https://api.spotify.com/v1/tracks/3Soh70IuJKA12P7x4oQcD7,https://api.spotify.com/v1/audio-analysis/3Soh70IuJKA12P7x4oQcD7,205467,4
0.826,0.694,7,-7.862,1,0.0315,0.316,0.0285,0.074,0.852,123.932,audio_features,4T6FWA703h6H7zk1FoSARw,spotify:track:4T6FWA703h6H7zk1FoSARw,https://api.spotify.com/v1/tracks/4T6FWA703h6H7zk1FoSARw,https://api.spotify.com/v1/audio-analysis/4T6FWA703h6H7zk1FoSARw,217427,4
0.398,0.804,11,-5.559,1,0.0451,0.175,0.0,0.181,0.709,186.752,audio_features,5EYWGM3Ns3iYew8ws0FatB,spotify:track:5EYWGM3Ns3iYew8ws0FatB,https://api.spotify.com/v1/tracks/5EYWGM3Ns3iYew8ws0FatB,https://api.spotify.com/v1/audio-analysis/5EYWGM3Ns3iYew8ws0FatB,194307,4
0.592,0.515,7,-7.14,1,0.0343,0.521,1.18e-05,0.087,0.329,78.153,audio_features,4KFerK4qS5krV7MxVC4iDe,spotify:track:4KFerK4qS5krV7MxVC4iDe,https://api.spotify.com/v1/tracks/4KFerK4qS5krV7MxVC4iDe,https://api.spotify.com/v1/audio-analysis/4KFerK4qS5krV7MxVC4iDe,164918,4
0.642,0.657,10,-5.246,1,0.0333,0.249,0.0,0.111,0.658,90.0,audio_features,04MoJkJzCoU9ukeewv5Vzu,spotify:track:04MoJkJzCoU9ukeewv5Vzu,https://api.spotify.com/v1/tracks/04MoJkJzCoU9ukeewv5Vzu,https://api.spotify.com/v1/audio-analysis/04MoJkJzCoU9ukeewv5Vzu,243187,4
0.459,0.854,7,-7.777,1,0.0387,0.0888,1.88e-05,0.977,0.577,105.511,audio_features,0U6vsLhTjv2BsAj5yHcHMc,spotify:track:0U6vsLhTjv2BsAj5yHcHMc,https://api.spotify.com/v1/tracks/0U6vsLhTjv2BsAj5yHcHMc,https://api.spotify.com/v1/audio-analysis/0U6vsLhTjv2BsAj5yHcHMc,318280,4
0.694,0.463,2,-11.187,1,0.0279,0.511,1.62e-05,0.105,0.579,114.831,audio_features,29b70iOlgRkYQ8ZzINZXph,spotify:track:29b70iOlgRkYQ8ZzINZXph,https://api.spotify.com/v1/tracks/29b70iOlgRkYQ8ZzINZXph,https://api.spotify.com/v1/audio-analysis/29b70iOlgRkYQ8ZzINZXph,227733,4
0.767,0.783,1,-5.026,1,0.0382,0.204,0.0,0.202,0.966,125.026,audio_features,1wneerMXqozDjikFAKSUlw,spotify:track:1wneerMXqozDjikFAKSUlw,https://api.spotify.com/v1/tracks/1wneerMXqozDjikFAKSUlw,https://api.spotify.com/v1/audio-analysis/1wneerMXqozDjikFAKSUlw,218712,4
0.643,0.558,5,-8.952,1,0.0341,0.473,0.000188,0.0839,0.551,75.075,audio_features,6gG1ItbpNC33VcZ7yIoOVt,spotify:track:6gG1ItbpNC33VcZ7yIoOVt,https://api.spotify.com/v1/tracks/6gG1ItbpNC33VcZ7yIoOVt,https://api.spotify.com/v1/audio-analysis/6gG1ItbpNC33VcZ7yIoOVt,187821,4
0.294,0.577,4,-7.772,1,0.0384,0.15,0.0,0.191,0.382,139.741,audio_features,3usbK7MF7DxXFwN6646u3U,spotify:track:3usbK7MF7DxXFwN6646u3U,https://api.spotify.com/v1/tracks/3usbK7MF7DxXFwN6646u3U,https://api.spotify.com/v1/audio-analysis/3usbK7MF7DxXFwN6646u3U,159533,4
0.555,0.397,0,-13.08,1,0.0372,0.709,0.88,0.101,0.536,141.716,audio_features,6hp729YavhhHeH62B2QH6J,spotify:track:6hp729YavhhHeH62B2QH6J,https://api.spotify.com/v1/tracks/6hp729YavhhHeH62B2QH6J,https://api.spotify.com/v1/audio-analysis/6hp729YavhhHeH62B2QH6J,305947,4
0.545,0.652,6,-11.993,1,0.03,0.0134,0.00019,0.0756,0.955,143.965,audio_features,4upW5wQYJJC7plQKPMvFNI,spotify:track:4upW5wQYJJC7plQKPMvFNI,https://api.spotify.com/v1/tracks/4upW5wQYJJC7plQKPMvFNI,https://api.spotify.com/v1/audio-analysis/4upW5wQYJJC7plQKPMvFNI,200133,4
0.324,0.648,0,-8.67,0,0.0534,0.00194,0.93,0.213,0.502,172.755,audio_features,7dNQy9TsFMk2xv50ReEk7m,spotify:track:7dNQy9TsFMk2xv50ReEk7m,https://api.spotify.com/v1/tracks/7dNQy9TsFMk2xv50ReEk7m,https://api.spotify.com/v1/audio-analysis/7dNQy9TsFMk2xv50ReEk7m,267445,4
0.639,0.551,3,-10.885,1,0.034,0.0575,0.0891,0.301,0.75,84.014,audio_features,6Xnz2Y8OH7ZNm1OOOtbs98,spotify:track:6Xnz2Y8OH7ZNm1OOOtbs98,https://api.spotify.com/v1/tracks/6Xnz2Y8OH7ZNm1OOOtbs98,https://api.spotify.com/v1/audio-analysis/6Xnz2Y8OH7ZNm1OOOtbs98,171125,4
0.578,0.509,2,-6.229,1,0.0279,0.13,0.734,0.344,0.586,119.945,audio_features,6WTFHKrnZpwEBLRS10Ylqs,spotify:track:6WTFHKrnZpwEBLRS10Ylqs,https://api.spotify.com/v1/tracks/6WTFHKrnZpwEBLRS10Ylqs,https://api.spotify.com/v1/audio-analysis/6WTFHKrnZpwEBLRS10Ylqs,74379,4
