name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_artists,genres
324 no trace,0.454,0.375,2.0,-11.635,1.0,0.033,0.717,0.000591,0.11,0.465,108.146,"['1uR7zoLrSRI8bSL43OZ0GY', '1EI0B66miJj5Fl408B7E9H', '12fRkVfO2fUsz1QHgDAG3g', '46auOkH1pk28rWrSoUNhLo', '5QdyldG4Fl4TPiOIeMNpBZ', '2rDxtYUzTAYJJE3Bl3Z5IN', '0LZac5VicY19QLaIUvIB0G', '2gqMBdyddvN82dzZt4ZF14', '6XtG9W2KkPiQ6n1rlIvTJE', '53KwLdlmrlCelAZMaLVZqU']","['alternative pop', 'transpop', 'alternative country', 'folk', 'indie folk', 'modern folk rock', 'new americana', 'chamber pop', 'countrygaze', 'indie pop', 'sydney indie', 'alternative country', 'queer country', 'art pop', 'brooklyn indie', 'chamber pop', 'countrygaze', 'indie pop', 'indie rock', 'pov: indie', 'small room', 'alternative country', 'chamber pop', 'roots rock', 'singer-songwriter', 'art pop', 'chamber pop', 'chamber psych', 'welsh indie', 'black americana', 'folk', 'new americana', 'uk americana', 'alternative country', 'new americana', 'art pop', 'indie soul', 'indietronica', 'uk alternative pop']"
323 still ain’t cool,0.6695,0.6265000000000001,7.0,-6.282500000000001,0.0,0.099,0.22999999999999998,2.61e-06,0.16,0.47050000000000003,130.2485,"['56oDRnqbIiwx4mymNEv7dS', '0huGjMyP507tBCARyzSkrv', '2auiVi8sUZo17dLy1HwrTU', '6LEeAFiJF8OuPx747e1wxR', '1n8hLoV90OhFCYXLtCD659', '5IcR3N7QB1j6KBL8eImZ8m', '2P5sC9cVZDToPxyomzF1UH', '7aFTOGFDEqDtJUCziLVsVC', '4qwGe91Bz9K2T8jXTZ815W', '53KwLdlmrlCelAZMaLVZqU']","['escape room', 'minnesota hip hop', 'pop', 'trap queen', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'afrofuturism', 'alternative r&b', 'r&b', 'urban contemporary', 'alternative r&b', 'art pop', 'escape room', 'indie soul', 'indietronica', 'metropopolis', 'experimental r&b', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'conscious hip hop', 'hip hop', 'rap', 'alternative r&b', 'uk contemporary r&b', 'dance pop', 'r&b', 'urban contemporary', 'art pop', 'indie soul', 'indietronica', 'uk alternative pop']"
322 stayin alive,0.563,0.792,3.0,-5.6335,1.0,0.0501,0.0395,0.0017395000000000002,0.1675,0.567,122.929,"['0pCNk4D3E2xtszsm6hMsWr', '0K1q0nXQ8is36PzOKAMbNe', '4wXchxfTTggLtzkoUhO86Q', '5PbpKlxQE0Ktl5lcNABoFf', '33yje3hgpNfdXpqdJQcrt9', '4mLJ3XfOM5FPjSAWdQ2Jk7', '3yYUV3hkJit05YIUEODqgp', '3NBmfDV6Yh3hjuQUBVvYgO', '1mZ4u1cMEPjsu6uEa6OxCq', '1rCIEwPp5OnXW0ornlSsRl']","['escape room', 'hip pop', 'modern alternative rock', 'alternative rock', 'austindie', 'indie rock', 'modern rock', 'art pop', 'bubblegrunge', 'indie pop', 'indie rock', 'small room', 'furry', 'indie rock', 'pov: indie', 'slacker rock', 'bubblegrunge', 'indie punk', 'modern hardcore', 'modern power pop', 'riot grrrl', 'chamber pop', 'indie rock', 'modern folk rock', 'philly indie', 'pov: indie', 'seattle indie', 'stomp and holler', 'bubblegrunge', 'chamber pop', 'indie punk', 'indie rock', 'philly indie', 'indie pop', 'indie rock', 'bubblegrunge', 'detroit indie', 'indie punk', 'canadian indie', 'canadian rock', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop']"
321 flashback,0.5305,0.637,3.0,-6.7625,1.0,0.033,0.09715,0.02445,0.10650000000000001,0.518,107.953,"['7MhMgCo0Bl0Kukl93PZbYS', '7CIW23FQUXPc1zebnO1TDG', '0epOFNiUfyON9EYx7Tpr6V', '3psutwIiyR5tfTM1TTNxFv', '3l0CmX0FuQjFxr8SK7Vqag', '7Ln80lUS6He07XvHI8qqHH', '6vqMDhoigg5btfdPsPTVFt', '16GcWuvvybAoaHr0NqT8Eh', '5szilpXHcwOqnyKLqGco5j', '1tqZaCwM57UFKjWoYwMLrw']","['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock', 'australian indie', 'indie anthem-folk', 'alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock', 'bubblegrunge', 'bedroom pop', 'indie pop', 'pov: indie', 'garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie', 'australian indie', 'australian indie rock', 'brisbane indie', 'alabama indie', 'modern blues rock', 'rock', 'atlanta indie', 'indie pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'swedish pop']"
320 hold back,0.655,0.583,1.0,-7.694,1.0,0.0315,0.121,0.38,0.109,0.867,104.996,"['3l0CmX0FuQjFxr8SK7Vqag', '72X6FHxaShda0XeQw3vbeF', '1Goe2NezNnym45kco2xTk6', '0NIPkIjTV8mB795yEIiPYL', '5Wabl1lPdNOeIn0SQ5A1mp', '6S0GHTqz5sxK5f9HtLXn9q', '7t0rwkOPGlDPEhaOcVtOt9', '6fC2AcsQtd9h4BWELbbire', '7bu3H8JO7d0UbMoVzbo70s', '1LeVJ5GPeYDOVUjxx1y7Rp']","['bedroom pop', 'indie pop', 'pov: indie', 'alternative rock', 'dream pop', 'reading indie', 'shoegaze', 'alternative r&b', 'hypnagogic pop', 'indie soul', 'pov: indie', 'alternative rock', 'art pop', 'dream pop', 'ethereal wave', 'melancholia', 'new wave', 'scottish indie', 'scottish shoegaze', 'shoegaze', 'synthpop', 'alternative rock', 'dance rock', 'electronic rock', 'permanent wave', 'irish rock', 'pop rock', 'rock', 'pov: indie', 'vancouver indie', 'new wave', 'permanent wave', 'rock', 'uk post-punk', 'art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']"
319 try my best,0.567,0.453,3.0,-9.176,1.0,0.0361,0.275,0.00118,0.107,0.442,105.186,"['12fRkVfO2fUsz1QHgDAG3g', '3Sz7ZnJQBIHsXLUSo0OQtM', '3dv4Q4q3LWOnbLJnC6GgTY', '1uR7zoLrSRI8bSL43OZ0GY', '5INjqkS1o8h1imAzPqGZBb', '2Lhs0asnFQiLuntn3s8p78', '73MDShZzdL4vUGMkmXOG6X', '2D4FOOOtWycb3Aw9nY5n3c', '0LZac5VicY19QLaIUvIB0G', '3inCNiUr4R6XQ3W43s9Aqi']","['chamber pop', 'countrygaze', 'indie pop', 'sydney indie', 'edmonton indie', 'lo-fi indie', 'pov: indie', 'slacker rock', 'bedroom pop', 'alternative pop', 'transpop', 'australian psych', 'modern rock', 'neo-psychedelic', 'rock', 'chamber pop', 'melancholia', 'countrygaze', 'indie pop', 'portland indie', 'small room', 'pov: indie', 'art pop', 'chamber pop', 'chamber psych', 'welsh indie', 'alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze', 'slacker rock']"
318 treat me right,0.74,0.598,7.0,-7.274,1.0,0.0535,0.115,5.4e-05,0.099,0.537,105.882,"['4ClziihVpBeFXNyDH83Lde', '19y5MFBH7gohEdGwKM7QsP', '6vWDO969PvNqNYHIOW5v0m', '0TImkz4nPqjegtVSMZnMRq', '6iWuBN32BqCJAeXW6o3nil', '6beUvFUlKliUYJdLOXNj9C', '3DiDSECUqqY1AuBP8qtaIa', '20wkVLutqVOYrc0kxFs7rA', '4UodukR17NIQfNu5uaqm9B', '6XpaIBNiVzIetEPCWDvAFP']","['alternative r&b', 'bedroom soul', 'quiet storm', 'soul', 'pop', 'r&b', 'atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop', 'r&b', 'urban contemporary', 'indie r&b', 'nyc pop', 'alt z', 'indie pop', 'nyc pop', 'neo soul', 'pop', 'r&b', 'canadian contemporary r&b', 'afrofuturism', 'alternative r&b', 'dance pop', 'pop']"
317 say yes,0.5934999999999999,0.5765,4.0,-6.6955,1.0,0.034949999999999995,0.179,0.00024075000000000002,0.11,0.413,122.374,"['4MXUO7sVCaFgFjoTI5ox5c', '39T6qqI0jDtSWWioX8eGJz', '6beUvFUlKliUYJdLOXNj9C', '0RyvcOVrlV86NmFz0MrG9e', '0Grjlu7ncIuCaSYvCs9fcd', '2cCUtGK9sDU2EoElnk0GNB', '4TKTii6gnOnUXQHyuo9JaD', '5BvJzeQpmsdsFp4HGUYUEx', '0K1q0nXQ8is36PzOKAMbNe', '70kkdajctXSbqSMJbQO424']","['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter', 'album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock', 'alt z', 'indie pop', 'nyc pop', 'canadian country', 'canadian indie', 'canadian singer-songwriter', 'ectofolk', 'kingston on indie', 'pop rock', 'chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter', 'baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock', 'alternative rock', 'austindie', 'indie rock', 'modern rock', 'classic texas country', 'contemporary country', 'country dawn']"
316 something good,0.7,0.5934999999999999,7.0,-8.638000000000002,0.0,0.0422,0.10980000000000001,0.002185,0.1122,0.7070000000000001,108.511,"['1aSxMhuvixZ8h9dK9jIDwL', '64CuUOOirKmdAYLQSfaOyr', '39T6qqI0jDtSWWioX8eGJz', '3mIj9lX2MWuHmhNCA7LSCW', '1qpR5mURxk3d8f6mww6uKT', '47zz7sob9NUcODy0BTDvKx', '7vRMMs8yrKf4PKUpUllMkr', '319yZVtYM9MBGqmSQnMyY6', '6UE7nl9mha6s8z0wFQFIZ2', '7pXu47GoqSYRajmBCjxdD6']","['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter', 'chicago soul', 'classic soul', 'disco', 'funk', 'girl group', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock', 'modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock', 'electropop', 'indie poptimism', 'shimmer pop', 'british soul', 'sophisti-pop', 'classic soul', 'disco', 'freestyle', 'funk', 'motown', 'new jack swing', 'p funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary', 'brill building pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'dance pop', 'electropop', 'neo-synthpop', 'scandipop', 'swedish electropop', 'swedish pop', 'ann arbor indie', 'funk rock', 'instrumental funk']"
315 no proof,0.566,0.569,6.0,-7.166,1.0,0.0391,0.34,0.00221,0.104,0.367,112.127,"['06HL4z0CvFAxyc27GXpf02', '3lmR0qMiGuoIF9UC54egcG', '7MoIc5s9KXolCBH1fy9kkw', '4ptJIIR10UVlGjN0VntFaK', '4tPyCwWrsvZ8OKYl7QRavL', '12fRkVfO2fUsz1QHgDAG3g', '4eArh1v6UwBbKkjdgHCned', '3uwAm6vQy7kWPS2bciKWx9', '2SaIA1enj83vEmJikZdjQ3', '3l0CmX0FuQjFxr8SK7Vqag']","['pop', 'ambient folk', 'art pop', 'chamber pop', 'dunedin indie', 'nz folk', 'nz pop', 'nz singer-songwriter', 'art pop', 'eugene indie', 'indie pop', 'indie rock', 'philly indie', 'bay area indie', 'chill dream pop', 'dreamo', 'oakland indie', 'chillwave', 'christchurch indie', 'nz pop', 'chamber pop', 'countrygaze', 'indie pop', 'sydney indie', 'charlottesville indie', 'indie pop', 'bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie', 'indie garage rock', 'bedroom pop', 'indie pop', 'pov: indie']"
314 in the street,0.42200000000000004,0.6975,5.0,-8.543,1.0,0.0326,0.12,0.006975,0.10250000000000001,0.511,129.2675,"['4Cedjq5BQL3MhapRvDpFED', '7fSjnDr8tBO37Xbb2UXuYr', '4QkSD9TRUnMtI8Fq1jXJJe', '4LhV33vJvXmFGSM3m5RzUR', '2QoU3awHVdcHS8LrZEKvSM', '2wJ4vsxWd7df7dRU4KcoDe', '2qc41rNTtdLK0tV3mJn2Pm', '6nXSnNEdLuKTzAQozRtqiI', '2cevwbv7ISD92VMNLYLHZA', '23NIwARd4vPbxt3wwNnJ6k']","['alternative country', 'canadian indie', 'canadian singer-songwriter', 'chamber pop', 'ectofolk', 'folk', 'lilith', 'new americana', 'outlaw country', 'singer-songwriter', 'art pop', 'baltimore indie', 'bubblegrunge', 'indie pop', 'indie rock', 'modern folk rock', 'alternative country', 'alternative rock', 'chicago indie', 'folk', 'indie rock', 'roots rock', 'stomp and holler', 'art pop', 'chamber pop', 'indie rock', 'melancholia', 'new jersey indie', 'singer-songwriter', 'alternative country', 'new americana', 'roots rock', 'singer-songwriter', 'alternative country', 'chamber pop', 'portland indie', 'singer-songwriter', 'stomp and holler', 'chamber pop', 'funktronica', 'indie pop', 'indie rock', 'la indie', 'lilith', 'alternative rock', 'american post-punk', 'brooklyn indie', 'chamber pop', 'crank wave', 'denton tx indie', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock']"
313 always have always will,0.524,0.6405000000000001,7.0,-8.219,1.0,0.0374,0.444,0.00015125,0.0983,0.5825,107.74199999999999,"['1r1uxoy19fzMxunt3ONAkG', '5hW4L92KnC6dX9t7tYM4Ve', '4LhV33vJvXmFGSM3m5RzUR', '0hEurMDQu99nJRq8pTxO14', '6kEsKkXuE4olX7m3mNLZkS', '2mHjhKyKCLh6MZELuCe1Es', '2QoU3awHVdcHS8LrZEKvSM', '0LZac5VicY19QLaIUvIB0G', '57kIMCLPgkzQlXjblX7XXP', '2jT6aBupO5X5ybwUsjzws4']","['indie pop', 'la indie', 'pov: indie', 'canadian singer-songwriter', 'folk', 'folk rock', 'singer-songwriter', 'modern folk rock', 'neo mellow', 'singer-songwriter', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'australian singer-songwriter', 'perth indie', 'alternative country', 'alternative rock', 'chicago indie', 'folk', 'indie rock', 'roots rock', 'stomp and holler', 'art pop', 'chamber pop', 'chamber psych', 'welsh indie', 'alternative americana', 'chamber pop', 'countrygaze', 'indie folk', 'indie rock', 'stomp and holler', 'swedish americana']"
312 figure it out,0.5945,0.7795000000000001,6.5,-6.6935,1.0,0.0471,0.10289999999999999,0.04425,0.13285,0.514,118.9845,"['066X20Nz7iquqkkCW6Jxy6', '0C0XlULifJtAgn6ZNCW2eu', '5INjqkS1o8h1imAzPqGZBb', '3TNt4aUIxgfy9aoaft5Jj2', '5PbpKlxQE0Ktl5lcNABoFf', '2Vhc7Y0Kc6HzMC6glKM4h6', '2x9SpqnPi8rlE9pjHBwmSC', '4Z8W4fKeB5YxbusRsdQVPb', '3kjuyTCjPG1WMFCiyc5IuB', '70cRZdQywnSFp9pnc2WTCE']","['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave', 'alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock', 'australian psych', 'modern rock', 'neo-psychedelic', 'rock', 'alternative dance', 'alternative rock', 'art pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave', 'furry', 'indie rock', 'pov: indie', 'slacker rock', 'alternative dance', 'chillwave', 'dance-punk', 'electrofox', 'filter house', 'indietronica', 'neo-synthpop', 'new rave', 'nu disco', 'alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo', 'alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock', 'alternative rock', 'baroque pop', 'canadian indie', 'canadian indie rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock', 'classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock', 'soft rock']"
311 she's gone,0.476,0.656,8.0,-6.608,1.0,0.0312,0.118,0.0114,0.135,0.43,117.008,"['4QkSD9TRUnMtI8Fq1jXJJe', '3inCNiUr4R6XQ3W43s9Aqi', '4wXchxfTTggLtzkoUhO86Q', '5hAhrnb0Ch4ODwWu4tsbpi', '3kzwYV3OCB010YfXMF0Avt', '2Z7gV3uEh1ckIaBzTUCE6R', '6lcwlkAjBPSKnFBZjjZFJs', '5QdyldG4Fl4TPiOIeMNpBZ', '5e1BZulIiYWPRm8yogwUYH', '2cevwbv7ISD92VMNLYLHZA']","['art pop', 'baltimore indie', 'bubblegrunge', 'indie pop', 'indie rock', 'alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze', 'slacker rock', 'art pop', 'bubblegrunge', 'indie pop', 'indie rock', 'small room', 'alternative rock', 'art pop', 'dream pop', 'indie rock', 'indietronica', 'lo-fi', 'new jersey indie', 'noise pop', 'permanent wave', 'shoegaze', 'art pop', 'chamber pop', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'noise pop', 'shoegaze', 'toronto indie', 'chamber pop', 'indie rock', 'melancholia', 'omaha indie', 'philly indie', 'pov: indie', 'slacker rock', 'art pop', 'brooklyn indie', 'chamber pop', 'countrygaze', 'indie pop', 'indie rock', 'pov: indie', 'small room', 'canadian indie', 'lilith', 'metropopolis', 'permanent wave', 'chamber pop', 'funktronica', 'indie pop', 'indie rock', 'la indie', 'lilith']"
310 then again,0.527,0.453,7.0,-10.464,1.0,0.0345,0.604,0.00121,0.108,0.413,98.062,"['3Uqu1mEdkUJxPe7s31n1M9', '6zFYqv1mOsgBRQbae3JJ9e', '7pXu47GoqSYRajmBCjxdD6', '3lmR0qMiGuoIF9UC54egcG', '6IiZemRMna678qNhiRkYI5', '3oDbviiivRWhXwIE8hxkVV', '5KTykbPcDB4GYS49jcHbWh', '1g5bYOQ7ZHGbn0tuUHxSgE', '2Lhs0asnFQiLuntn3s8p78', '0WISkx0PwT6lYWdPqKUJY8']","['art pop', 'chamber pop', 'dream pop', 'experimental folk', 'experimental pop', 'indie pop', 'album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock', 'ann arbor indie', 'funk rock', 'instrumental funk', 'ambient folk', 'art pop', 'chamber pop', 'dunedin indie', 'nz folk', 'nz pop', 'nz singer-songwriter', 'chamber folk', 'chamber pop', 'countrygaze', 'baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'sunshine pop', 'ambient folk', 'art pop', 'freak folk', 'alternative americana', 'chamber pop', 'melancholia', 'alternative rock', 'gbvfi', 'indie rock', 'lo-fi', 'slacker rock', 'slowcore']"
309 nothing to lose,0.7195,0.598,3.5,-8.012,1.0,0.1118,0.244,8.86e-05,0.11499999999999999,0.5555,106.96600000000001,"['4jqFe1fd5uul2XSSxsRvbZ', '7w5cbnOLouZ5bGFvwIF5Ff', '7pXu47GoqSYRajmBCjxdD6', '0ojcq9LJQWMawQdFDw3M0L', '5J81VungUjSVHxlPpTI9KG', '3jK9MiCrA42lLAdMGUZpwa', '1e16kiJQtCTveTl7TQnkFN', '3BBCgZVbXFRzcnT1ewVfRt', '4XMc1qHObZ7aXQrH5MmbjK', '5XenQ7XfcvQdfIbpLEFaKQ']","['ann arbor indie', 'funk rock', 'instrumental funk', 'pop soul', 'indie garage rock', 'neo-psychedelic', 'escape room', 'hip hop', 'indie soul', 'neo soul', 'retro soul', 'bedroom pop', 'pov: indie', 'san diego indie', 'retro soul', 'alternative r&b']"
308 best friends,0.5745,0.511,9.0,-9.681000000000001,1.0,0.03015,0.40900000000000003,0.012459999999999999,0.1275,0.49150000000000005,107.17699999999999,"['1tho5dJnzdYD57EQkM3SmK', '4pdoRs7yHNXakMobf8M9Oz', '2Lhs0asnFQiLuntn3s8p78', '1ybAN3utgdoUL1MUCtH4QM', '3nOQJdlPEzFVhTEzxwcGax', '09kXLeOXRyfNQMXRaDO4qA', '6ommlbuccgdiKSgjvVlQ4W', '6XC2sEBXW5xqpPSbYgMnvc', '5QdyldG4Fl4TPiOIeMNpBZ', '3CIRif6ZAedT7kZSPvj2A4']","['bubblegrunge', 'indie punk', 'indie rock', 'indie surf', 'noise pop', 'la pop', 'chamber pop', 'melancholia', 'art pop', 'chamber pop', 'chillwave', 'denver indie', 'indie pop', 'indie rock', 'indie surf', 'shimmer pop', 'swiss indie', 'swiss rock', 'art pop', 'experimental pop', 'uk alternative pop', 'bubblegrunge', 'indie punk', 'experimental pop', 'shimmer psych', 'art pop', 'brooklyn indie', 'chamber pop', 'countrygaze', 'indie pop', 'indie rock', 'pov: indie', 'small room']"
307 for sure,0.669,0.608,1.0,-6.904,1.0,0.0536,0.0714,1.45e-05,0.104,0.494,111.044,"['2jw70GZXlAI8QzWeY2bgRc', '09kXLeOXRyfNQMXRaDO4qA', '2Mu5NfyYm8n5iTomuKAEHl', '1CgbNAF3Stnz1Tpipu3xdO', '6sFIWsNpZYqfjUpaCgueju', '4LLpKhyESsyAXpc4laK94U', '73sIBHcqh3Z3NyqHKZ7FOL', '66CXWjxzNUsdJxJ2JdwvnR', '4V8LLVI7PbaPR0K2TGSxFF', '2uYWxilOVlUdk4oV9DvwqK']","['canadian latin', 'canadian pop', 'dance pop', 'pop', 'art pop', 'experimental pop', 'uk alternative pop', 'alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b', 'alternative r&b', 'cali rap', 'indie r&b', 'canadian pop', 'dance pop', 'pop', 'hip hop', 'pittsburgh rap', 'rap', 'atl hip hop', 'hip hop', 'rap', 'pop', 'hip hop', 'rap', 'brooklyn indie', 'pov: indie']"
306 on the road,0.6074999999999999,0.6395,5.0,-8.5785,0.5,0.05325,0.246,0.01865,0.10189999999999999,0.5565,96.7285,"['03uMw43UVu9MsQCcHVSGjX', '6iWuBN32BqCJAeXW6o3nil', '6O4EGCCb6DoIiR6B1QCQgp', '5qfkUSH3ip5dD2eEPhjkT3', '43JlwunhXm1oqdKyOa2Z9Y', '2ZvrvbQNrHKwjT7qfGFFUW', '24Cf1irKt7kcewb9OOkPum', '0tbeZu9lv8YEKSQ9tZSslu', '5W10uJRsbt9bROJDKoI1Wn', '13clnHtI56jEGjzqeD0Q1o']","['south african alternative', 'indie r&b', 'nyc pop', 'chillwave', 'hypnagogic pop', 'indie soul', 'indietronica', 'alternative r&b', 'alternative r&b', 'australian r&b', 'indie soul', 'shiver pop', 'contemporary post-bop', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'alternative r&b', 'alternative r&b', 'indie soul', 'nyc pop', 'alternative r&b', 'art pop', 'indie soul', 'la pop', 'traditional funk']"
305 get by,0.5355000000000001,0.609,4.5,-8.813500000000001,1.0,0.03215,0.2545,0.02218,0.1245,0.451,116.33850000000001,"['78DZaDfOK3i88eRVPkzZu2', '0K1q0nXQ8is36PzOKAMbNe', '1mZ4u1cMEPjsu6uEa6OxCq', '3inCNiUr4R6XQ3W43s9Aqi', '2ApaG60P4r0yhBoDCGD8YG', '1tho5dJnzdYD57EQkM3SmK', '1CUUXdvZE6UzwQyBUm5YVD', '3yY2gUcIsjMr8hjo51PoJ8', '7tuwjSE2q4zeBdNObeO7LB', '7t0rwkOPGlDPEhaOcVtOt9']","['alternative rock', 'austindie', 'indie rock', 'modern rock', 'bubblegrunge', 'detroit indie', 'indie punk', 'alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze', 'slacker rock', 'alternative rock', 'indie rock', 'melancholia', 'singer-songwriter', 'bubblegrunge', 'indie punk', 'indie rock', 'indie surf', 'noise pop', 'bubblegrunge', 'cascadia shoegaze', 'portland indie', 'madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk', 'bubblegrunge', 'small room', 'transpop', 'irish rock', 'pop rock', 'rock']"
304 not tonight,0.797,0.6890000000000001,5.5,-5.9135,1.0,0.04935,0.03355,0.01645,0.07505,0.675,113.0085,"['6sFIWsNpZYqfjUpaCgueju', '1m24736Bdew1oQVxTePOCo', '0DrV7breO8ZnM7nxvOPE8N', '586OHhbBhXRpOY8LezbUcK', '4TrraAsitQKl821DQY42cZ', '2KlDlqEMf0YyYW8rBKUx6W', '1jFVu6Z7wmwywivOeBTSIV', '2eogQKWWoohI3BSnoG7E2U', '2Vhc7Y0Kc6HzMC6glKM4h6', '0SwO7SWeDHJijQ3XNS7xEE']","['canadian pop', 'dance pop', 'pop', 'dance rock', 'new wave', 'no wave', 'seattle indie', 'electropop', 'norwegian pop', 'electrofox', 'french indie pop', 'french indietronica', 'french post-punk', 'french psychedelic', 'indie pop', 'la indie', 'disco', 'hi-nrg', 'new wave pop', 'soft rock', 'alternative dance', 'chillwave', 'dance-punk', 'electrofox', 'filter house', 'indietronica', 'neo-synthpop', 'new rave', 'nu disco', 'alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']"
303 kiss,0.569,0.552,3.0,-7.6125,0.0,0.04085,0.2025,0.0033,0.09255,0.3855,129.3675,"['2mHjhKyKCLh6MZELuCe1Es', '1veXVWLaZbyaWAekGh7VF7', '1LTi4SuPK0G9juYKxU6AAG', '3zmfs9cQwzJl575W1ZYXeT', '1RKG6WXRzmTJtbLRZTPU0T', '4eJdfmQbRaPDjYJ1JNgXTp', '20wkVLutqVOYrc0kxFs7rA', '0TNyEQ0n7diilLgG1ozfrB', '3NUtpWpGDoffm3RCGhSHtl', '1mNnkWCti493pXd15mBQlF']","['australian singer-songwriter', 'perth indie', 'western mass indie', 'chanson', 'classic french pop', 'french synthpop', 'indie pop', 'pov: indie', 'uk contemporary r&b', 'rock independant francais', 'canadian contemporary r&b', 'electro-pop francais', 'french indie pop', 'french indietronica', 'electra', 'electronica', 'future garage', 'indietronica', 'wonky']"
302 more than anything,0.53,0.2825,5.0,-12.605,0.5,0.03495,0.6479999999999999,0.07819999999999999,0.107,0.1755,100.01599999999999,"['2uYWxilOVlUdk4oV9DvwqK', '02fo9VYWbuaOVly5sEjd5V', '18EFQa0POlHuxoZgm2gKr7', '1r1uxoy19fzMxunt3ONAkG', '4MXUO7sVCaFgFjoTI5ox5c', '4Cedjq5BQL3MhapRvDpFED', '32aUoW94mJ7xTJI7fG0V1G', '12fRkVfO2fUsz1QHgDAG3g', '2Plkkomsc4DKawkCioLKjc', '7B2edU3Q7btJoNsoHCNohM']","['brooklyn indie', 'pov: indie', 'countrygaze', 'austin americana', 'indie pop', 'la indie', 'pov: indie', 'art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter', 'alternative country', 'canadian indie', 'canadian singer-songwriter', 'chamber pop', 'ectofolk', 'folk', 'lilith', 'new americana', 'outlaw country', 'singer-songwriter', 'chamber pop', 'chicago indie', 'countrygaze', 'indie pop', 'indie rock', 'chamber pop', 'countrygaze', 'indie pop', 'sydney indie', 'alternative country', 'heartland rock', 'roots rock', 'singer-songwriter', 'british folk', 'british singer-songwriter', 'chamber pop', 'singer-songwriter']"
